anio,categoria_ges,categoria,fase_ges,fase,ronda_fase,nivel_fase,zona_fase,grupo_ges,grupo_nivel,grupo_zona,grupo_grupo
2025,MINI MASCULINO,MINI,FINAL FOUR NIVEL 2,Desconocida,Desconocida,Desconocido,Desconocida,ZONAS NORTE/OESTE-SUR/CENTRO,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,FINAL  INTERCONFERENCIA A,Desconocida,Desconocida,Desconocido,Desconocida,FINAL,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,TRIANGULAR FINAL,Desconocida,Desconocida,Desconocido,Desconocida,SUR ABC 2,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,FINAL FOUR 2,Desconocida,Desconocida,Desconocido,Desconocida,NORTE AB/OESTE AB,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,NIVEL 1 FINAL FOUR,Desconocida,Desconocida,Desconocido,Desconocida,OESTE/NORTE T SUR/CENTRO,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,NIVEL SUR 2C,Desconocida,Desconocida,Desconocido,Desconocida,SUR 2C,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,NIVEL SUR 2B,Desconocida,Desconocida,Desconocido,Desconocida,SUR 2B,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,NIVEL SUR 2A,Desconocida,Desconocida,Desconocido,Desconocida,SUR 2A,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,NIVEL OESTE 2B,Desconocida,Desconocida,Desconocido,Desconocida,OESTE 2B,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,NIVEL OESTE 2A,Desconocida,Desconocida,Desconocido,Desconocida,OESTE 2A,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,NIVEL NORTE 2B,Desconocida,Desconocida,Desconocido,Desconocida,NORTE 2B,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,NIVEL NORTE 2A,Desconocida,Desconocida,Desconocido,Desconocida,NORTE A,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,NIVEL 3,Desconocida,Desconocida,Desconocido,Desconocida,NORTE 3,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,NIVEL 3,Desconocida,Desconocida,Desconocido,Desconocida,OESTE 3,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,INTERCONFERENCIA B,Desconocida,Desconocida,Desconocido,Desconocida,LLAVE 2,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,INTERCONFERENCIA B,Desconocida,Desconocida,Desconocido,Desconocida,LLAVE 1,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,INTERCONFERENCIA A,Desconocida,Desconocida,Desconocido,Desconocida,LLAVEE 2,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,INTERCONFERENCIA A,Desconocida,Desconocida,Desconocido,Desconocida,LLAVE 1,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,NIVEL 2,Desconocida,Desconocida,Desconocido,Desconocida,CENTRO,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,NIVEL 3,Desconocida,Desconocida,Desconocido,Desconocida,sur 3,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,NIVEL 3,Desconocida,Desconocida,Desconocido,Desconocida,CENTRO 3,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,NIVEL 1,Desconocida,Desconocida,Desconocido,Desconocida,OESTE,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,NIVEL 1,Desconocida,Desconocida,Desconocido,Desconocida,NORTE,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,NIVEL 1,Desconocida,Desconocida,Desconocido,Desconocida,SUR,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,NIVEL 1,Desconocida,Desconocida,Desconocido,Desconocida,CENTRO,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,INTERCONFERENCIAS A1,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,INTERCONFERENCIAS A2,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,INTERCONFERENCIAS A 3,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,INTERCONFERENCIAS A 4,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,INTERCONFERENCIAS B1,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,INTERCONFERENCIAS B 2,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,INTERCONFERENCIAS B 3,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,INTERCONFERNCIAS B 4,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,CENTRO 1,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,NORTE 1,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,SUR 1,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,OESTE 1,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,CENTRO 2,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,NORTE 2 A,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,NORTE 2 B,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,SUR 2 A,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,SUR 2 B,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,SUR 2 C,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,OESTE 2 A,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,OESTE 2 B,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,CENTRO 3,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,NORTE 3,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,OESTE 3,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,SUR 3,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,CLASIFICACION LFF,Desconocida,Desconocida,Desconocido,Desconocida,sur,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,CLASIFICACION LFF,Desconocida,Desconocida,Desconocido,Desconocida,NORTE,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,CLASIFICACION LFF,Desconocida,Desconocida,Desconocido,Desconocida,OESTE,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,CLASIFICACION LFF,Desconocida,Desconocida,Desconocido,Desconocida,CENTRO,NIVELACION,Desconocido,Desconocido
2025,MINI MASCULINO,MINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,SUR 1,NIVELACION,SUR,1
2025,MINI MASCULINO,MINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,SUR 2,NIVELACION,SUR,2
2025,MINI MASCULINO,MINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,SUR 3,NIVELACION,SUR,3
2025,MINI MASCULINO,MINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,SUR 4,NIVELACION,SUR,4
2025,MINI MASCULINO,MINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,SUR 5,NIVELACION,SUR,5
2025,MINI MASCULINO,MINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,SUR 6,NIVELACION,SUR,6
2025,MINI MASCULINO,MINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,SUR 7,NIVELACION,SUR,7
2025,MINI MASCULINO,MINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,NORTE 1,NIVELACION,NORTE,1
2025,MINI MASCULINO,MINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,NORTE 2,NIVELACION,NORTE,2
2025,MINI MASCULINO,MINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,NORTE 3,NIVELACION,NORTE,3
2025,MINI MASCULINO,MINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,NORTE 4,NIVELACION,NORTE,4
2025,MINI MASCULINO,MINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,NORTE 5,NIVELACION,NORTE,5
2025,MINI MASCULINO,MINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,NORTE 6,NIVELACION,NORTE,6
2025,MINI MASCULINO,MINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,CENTRO 1,NIVELACION,CENTRO,1
2025,MINI MASCULINO,MINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,CENTRO 2,NIVELACION,CENTRO,2
2025,MINI MASCULINO,MINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,CENTRO 3,NIVELACION,CENTRO,3
2025,MINI MASCULINO,MINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,CENTRO OESTE 4,NIVELACION,CENTRO OESTE,4
2025,MINI MASCULINO,MINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,CENTRO OESTE 5,NIVELACION,CENTRO OESTE,5
2025,MINI MASCULINO,MINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,CENTRO OESTE  6,NIVELACION,CENTRO OESTE,6
2025,MINI MASCULINO,MINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,OESTE 1,NIVELACION,OESTE,1
2025,MINI MASCULINO,MINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,OESTE 2,NIVELACION,OESTE,2
2025,MINI MASCULINO,MINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,OESTE 3,NIVELACION,OESTE,3
2025,MINI MASCULINO,MINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,OESTE 4,NIVELACION,OESTE,4
2025,MINI MASCULINO,MINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,OESTE 5,NIVELACION,OESTE,5
2025,MINI MASCULINO,MINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,OESTE 6,NIVELACION,OESTE,6
2025,PRE MINI MASCULINO,PREMINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,INTERCONFERENCIAS A1,NIVELACION,Desconocido,Desconocido
2025,PRE MINI MASCULINO,PREMINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,INTERCONFERENCIAS A2,NIVELACION,Desconocido,Desconocido
2025,PRE MINI MASCULINO,PREMINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,INTERCONFERENCIAS A 3,NIVELACION,Desconocido,Desconocido
2025,PRE MINI MASCULINO,PREMINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,INTERCONFERENCIAS A 4,NIVELACION,Desconocido,Desconocido
2025,PRE MINI MASCULINO,PREMINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,INTERCONFERENCIAS B1,NIVELACION,Desconocido,Desconocido
2025,PRE MINI MASCULINO,PREMINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,INTERCONFERENCIAS B 2,NIVELACION,Desconocido,Desconocido
2025,PRE MINI MASCULINO,PREMINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,INTERCONFERENCIAS B 3,NIVELACION,Desconocido,Desconocido
2025,PRE MINI MASCULINO,PREMINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,INTERCONFERNCIAS B 4,NIVELACION,Desconocido,Desconocido
2025,PRE MINI MASCULINO,PREMINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,CENTRO 1,NIVELACION,Desconocido,Desconocido
2025,PRE MINI MASCULINO,PREMINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,NORTE 1,NIVELACION,Desconocido,Desconocido
2025,PRE MINI MASCULINO,PREMINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,SUR 1,NIVELACION,Desconocido,Desconocido
2025,PRE MINI MASCULINO,PREMINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,OESTE 1,NIVELACION,Desconocido,Desconocido
2025,PRE MINI MASCULINO,PREMINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,CENTRO 2,NIVELACION,Desconocido,Desconocido
2025,PRE MINI MASCULINO,PREMINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,NORTE 2 A,NIVELACION,Desconocido,Desconocido
2025,PRE MINI MASCULINO,PREMINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,NORTE 2 B,NIVELACION,Desconocido,Desconocido
2025,PRE MINI MASCULINO,PREMINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,SUR 2 A,NIVELACION,Desconocido,Desconocido
2025,PRE MINI MASCULINO,PREMINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,SUR 2 B,NIVELACION,Desconocido,Desconocido
2025,PRE MINI MASCULINO,PREMINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,SUR 2 C,NIVELACION,Desconocido,Desconocido
2025,PRE MINI MASCULINO,PREMINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,OESTE 2 A,NIVELACION,Desconocido,Desconocido
2025,PRE MINI MASCULINO,PREMINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,OESTE 2 B,NIVELACION,Desconocido,Desconocido
2025,PRE MINI MASCULINO,PREMINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,CENTRO 3,NIVELACION,Desconocido,Desconocido
2025,PRE MINI MASCULINO,PREMINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,NORTE 3,NIVELACION,Desconocido,Desconocido
2025,PRE MINI MASCULINO,PREMINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,OESTE 3,NIVELACION,Desconocido,Desconocido
2025,PRE MINI MASCULINO,PREMINI,2do SEMESTRE,Desconocida,Desconocida,Desconocido,Desconocida,SUR 3,NIVELACION,Desconocido,Desconocido
2025,PRE MINI MASCULINO,PREMINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,SUR 1,NIVELACION,SUR,1
2025,PRE MINI MASCULINO,PREMINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,SUR 2,NIVELACION,SUR,2
2025,PRE MINI MASCULINO,PREMINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,SUR 3,NIVELACION,SUR,3
2025,PRE MINI MASCULINO,PREMINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,SUR 4,NIVELACION,SUR,4
2025,PRE MINI MASCULINO,PREMINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,SUR 5,NIVELACION,SUR,5
2025,PRE MINI MASCULINO,PREMINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,SUR 6,NIVELACION,SUR,6
2025,PRE MINI MASCULINO,PREMINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,SUR 7,NIVELACION,SUR,7
2025,PRE MINI MASCULINO,PREMINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,NORTE 1,NIVELACION,NORTE,1
2025,PRE MINI MASCULINO,PREMINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,NORTE 2,NIVELACION,NORTE,2
2025,PRE MINI MASCULINO,PREMINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,NORTE 3,NIVELACION,NORTE,3
2025,PRE MINI MASCULINO,PREMINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,NORTE 4,NIVELACION,NORTE,4
2025,PRE MINI MASCULINO,PREMINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,NORTE 5,NIVELACION,NORTE,5
2025,PRE MINI MASCULINO,PREMINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,NORTE 6,NIVELACION,NORTE,6
2025,PRE MINI MASCULINO,PREMINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,CENTRO 1,NIVELACION,CENTRO,1
2025,PRE MINI MASCULINO,PREMINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,CENTRO 2,NIVELACION,CENTRO,2
2025,PRE MINI MASCULINO,PREMINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,CENTRO 3,NIVELACION,CENTRO,3
2025,PRE MINI MASCULINO,PREMINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,CENTRO OESTE 4,NIVELACION,CENTRO OESTE,4
2025,PRE MINI MASCULINO,PREMINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,CENTRO OESTE 5,NIVELACION,CENTRO OESTE,5
2025,PRE MINI MASCULINO,PREMINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,CENTRO OESTE  6,NIVELACION,CENTRO OESTE,6
2025,PRE MINI MASCULINO,PREMINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,OESTE 1,NIVELACION,OESTE,1
2025,PRE MINI MASCULINO,PREMINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,OESTE 2,NIVELACION,OESTE,2
2025,PRE MINI MASCULINO,PREMINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,OESTE 3,NIVELACION,OESTE,3
2025,PRE MINI MASCULINO,PREMINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,OESTE 4,NIVELACION,OESTE,4
2025,PRE MINI MASCULINO,PREMINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,OESTE 5,NIVELACION,OESTE,5
2025,PRE MINI MASCULINO,PREMINI,1er ETAPA LFF,Fase Regular,Copa Febamba,NIVELACION,Desconocida,OESTE 6,NIVELACION,OESTE,6
2026,LIGA PROXIMO MASCULINO,LIGA PROXIMO MASCULINO,TORNEO DE CLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,NORTE 1A,Desconocido,Desconocido,NORTE 1A
2026,LIGA PROXIMO MASCULINO,LIGA PROXIMO MASCULINO,TORNEO DE CLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,CENTRO 1A,Desconocido,Desconocido,CENTRO 1A
2026,LIGA PROXIMO MASCULINO,LIGA PROXIMO MASCULINO,TORNEO DE CLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,OESTE 1A,Desconocido,Desconocido,OESTE 1A
2026,LIGA PROXIMO MASCULINO,LIGA PROXIMO MASCULINO,TORNEO DE CLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,SUR 1A,Desconocido,Desconocido,SUR 1A
2026,LIGA PROXIMO MASCULINO,LIGA PROXIMO MASCULINO,TORNEO DE CLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,NORTE 2B,Desconocido,Desconocido,NORTE 2B
2026,LIGA PROXIMO MASCULINO,LIGA PROXIMO MASCULINO,TORNEO DE CLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,CENTRO 2B,Desconocido,Desconocido,CENTRO 2B
2026,LIGA PROXIMO MASCULINO,LIGA PROXIMO MASCULINO,TORNEO DE CLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,OESTE 2B,Desconocido,Desconocido,OESTE 2B
2026,LIGA PROXIMO MASCULINO,LIGA PROXIMO MASCULINO,TORNEO DE CLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,SUR 2B,Desconocido,Desconocido,SUR 2B
2026,LIGA PROXIMO MASCULINO,LIGA PROXIMO MASCULINO,TORNEO DE CLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,NORTE 3C,Desconocido,Desconocido,NORTE 3C
2026,LIGA PROXIMO MASCULINO,LIGA PROXIMO MASCULINO,TORNEO DE CLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,CENTRO 3C,Desconocido,Desconocido,CENTRO 3C
2026,LIGA PROXIMO MASCULINO,LIGA PROXIMO MASCULINO,TORNEO DE CLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,OESTE 3C,Desconocido,Desconocido,OESTE 3C
2026,LIGA PROXIMO MASCULINO,LIGA PROXIMO MASCULINO,TORNEO DE CLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,SUR 3C,Desconocido,Desconocido,SUR 3C
2026,LIGA PROXIMO MASCULINO,LIGA PROXIMO MASCULINO,TORNEO RECLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,CENTRO 2A,Desconocido,Desconocido,CENTRO 2A
2026,LIGA PROXIMO MASCULINO,LIGA PROXIMO MASCULINO,TORNEO RECLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,CENTRO 2B,Desconocido,Desconocido,CENTRO 2B
2026,LIGA PROXIMO MASCULINO,LIGA PROXIMO MASCULINO,TORNEO RECLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,NORTE 2A,Desconocido,Desconocido,NORTE 2A
2026,LIGA PROXIMO MASCULINO,LIGA PROXIMO MASCULINO,TORNEO RECLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,NORTE 2B,Desconocido,Desconocido,NORTE 2B
2026,LIGA PROXIMO MASCULINO,LIGA PROXIMO MASCULINO,TORNEO RECLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,NORTE 3C,Desconocido,Desconocido,NORTE 3C
2026,LIGA PROXIMO MASCULINO,LIGA PROXIMO MASCULINO,TORNEO RECLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,OESTE 2A,Desconocido,Desconocido,OESTE 2A
2026,LIGA PROXIMO MASCULINO,LIGA PROXIMO MASCULINO,TORNEO RECLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,OESTE 2B,Desconocido,Desconocido,OESTE 2B
2026,LIGA PROXIMO MASCULINO,LIGA PROXIMO MASCULINO,TORNEO RECLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,OESTE 3C,Desconocido,Desconocido,OESTE 3C
2026,LIGA PROXIMO MASCULINO,LIGA PROXIMO MASCULINO,TORNEO RECLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,SUR 2A,Desconocido,Desconocido,SUR 2A
2026,LIGA PROXIMO MASCULINO,LIGA PROXIMO MASCULINO,TORNEO RECLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,SUR 2B,Desconocido,Desconocido,SUR 2B
2026,LIGA PROXIMO MASCULINO,LIGA PROXIMO MASCULINO,TORNEO RECLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,SUR 2C,Desconocido,Desconocido,SUR 2C
2026,JUVENILES MASCULINO,JUVENILES MASCULINO,TORNEO DE CLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,NORTE 1A,Desconocido,Desconocido,NORTE 1A
2026,JUVENILES MASCULINO,JUVENILES MASCULINO,TORNEO DE CLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,CENTRO 1A,Desconocido,Desconocido,CENTRO 1A
2026,JUVENILES MASCULINO,JUVENILES MASCULINO,TORNEO DE CLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,0ESTE 1A,Desconocido,Desconocido,0ESTE 1A
2026,JUVENILES MASCULINO,JUVENILES MASCULINO,TORNEO DE CLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,SUR 1A,Desconocido,Desconocido,SUR 1A
2026,JUVENILES MASCULINO,JUVENILES MASCULINO,TORNEO DE CLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,NORTE 2B,Desconocido,Desconocido,NORTE 2B
2026,JUVENILES MASCULINO,JUVENILES MASCULINO,TORNEO DE CLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,CENTRO 2 B,Desconocido,Desconocido,CENTRO 2 B
2026,JUVENILES MASCULINO,JUVENILES MASCULINO,TORNEO DE CLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,OESTE 2 B,Desconocido,Desconocido,OESTE 2 B
2026,JUVENILES MASCULINO,JUVENILES MASCULINO,TORNEO DE CLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,SUR 2B,Desconocido,Desconocido,SUR 2B
2026,JUVENILES MASCULINO,JUVENILES MASCULINO,TORNEO DE CLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,NORTE 3C,Desconocido,Desconocido,NORTE 3C
2026,JUVENILES MASCULINO,JUVENILES MASCULINO,TORNEO DE CLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,CENTRO 3C,Desconocido,Desconocido,CENTRO 3C
2026,JUVENILES MASCULINO,JUVENILES MASCULINO,TORNEO DE CLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,OESTE 3C,Desconocido,Desconocido,OESTE 3C
2026,JUVENILES MASCULINO,JUVENILES MASCULINO,TORNEO DE CLASIFICACION,Desconocida,Desconocida,Desconocido,Desconocida,SUR 3C,Desconocido,Desconocido,SUR 3C
